Loading data...
Starting Bayesian optimization with Optuna...
[I 2025-03-11 12:09:32,561] A new study created in memory with name: no-name-2020c185-0831-4e46-9313-c64d70531f82
[I 2025-03-11 12:09:46,441] Trial 0 finished with value: 0.7938017184220837 and parameters: {'n_estimators': 2403, 'learning_rate': 0.12114913866631016, 'max_depth': 13, 'min_child_weight': 4, 'subsample': 0.9047767826403237, 'colsample_bytree': 0.3966684878859066, 'reg_alpha': 0.22801387599191142, 'reg_lambda': 1.0540677868815118}. Best is trial 0 with value: 0.7938017184220837.
[I 2025-03-11 12:11:56,446] Trial 20 finished with value: 0.7890415042853332 and parameters: {'n_estimators': 2974, 'learning_rate': 0.06988961828820607, 'max_depth': 7, 'min_child_weight': 6, 'subsample': 0.6519639870383298, 'colsample_bytree': 0.5406902703681589, 'reg_alpha': 0.004551888232948263, 'reg_lambda': 2.823181721317572}. Best is trial 17 with value: 0.8051352919767869.
[I 2025-03-11 12:12:04,161] Trial 21 finished with value: 0.8049201288039518 and parameters: {'n_estimators': 1362, 'learning_rate': 0.01479622856711766, 'max_depth': 9, 'min_child_weight': 7, 'subsample': 0.6080272128259239, 'colsample_bytree': 0.9979998610334786, 'reg_alpha': 0.004613575077082973, 'reg_lambda': 0.4277479154292243}. Best is trial 17 with value: 0.8051352919767869.
[I 2025-03-11 12:12:17,251] Trial 22 finished with value: 0.8042910435698999 and parameters: {'n_estimators': 2037, 'learning_rate': 0.014272418106289824, 'max_depth': 10, 'min_child_weight': 7, 'subsample': 0.5999493012212169, 'colsample_bytree': 0.9966775946811025, 'reg_alpha': 0.003929615572894995, 'reg_lambda': 0.6189723014639043}. Best is trial 17 with value: 0.8051352919767869.
[I 2025-03-11 12:12:23,344] Trial 23 finished with value: 0.8048727431107927 and parameters: {'n_estimators': 1265, 'learning_rate': 0.010811591330771994, 'max_depth': 8, 'min_child_weight': 8, 'subsample': 0.6399701961415204, 'colsample_bytree': 0.9028182108807408, 'reg_alpha': 0.0013905405354107947, 'reg_lambda': 2.1908810526263753}. Best is trial 17 with value: 0.8051352919767869.
[I 2025-03-11 12:12:32,773] Trial 24 finished with value: 0.8031970564971187 and parameters: {'n_estimators': 1552, 'learning_rate': 0.01802308616760762, 'max_depth': 10, 'min_child_weight': 6, 'subsample': 0.4887666454165389, 'colsample_bytree': 0.7655772264043745, 'reg_alpha': 0.00613172628885, 'reg_lambda': 0.3030020161253694}. Best is trial 17 with value: 0.8051352919767869.
[I 2025-03-11 12:12:42,373] Trial 25 finished with value: 0.7976148009774785 and parameters: {'n_estimators': 1995, 'learning_rate': 0.0360592846237411, 'max_depth': 8, 'min_child_weight': 7, 'subsample': 0.4219930871588317, 'colsample_bytree': 0.895609155975946, 'reg_alpha': 0.002816892712609548, 'reg_lambda': 9.707866240050125}. Best is trial 17 with value: 0.8051352919767869.
[I 2025-03-11 12:12:47,496] Trial 26 finished with value: 0.8032170147085593 and parameters: {'n_estimators': 1446, 'learning_rate': 0.013727203203745401, 'max_depth': 6, 'min_child_weight': 4, 'subsample': 0.5571848532126075, 'colsample_bytree': 0.999527923336935, 'reg_alpha': 0.0010860045029181908, 'reg_lambda': 0.9462008007469599}. Best is trial 17 with value: 0.8051352919767869.
[I 2025-03-11 12:12:52,274] Trial 27 finished with value: 0.798089039404055 and parameters: {'n_estimators': 1166, 'learning_rate': 0.021386965417919793, 'max_depth': 7, 'min_child_weight': 1, 'subsample': 0.3555288568985066, 'colsample_bytree': 0.6404204402461621, 'reg_alpha': 0.00732161392466139, 'reg_lambda': 1.816423806700476}. Best is trial 17 with value: 0.8051352919767869.
[I 2025-03-11 12:12:55,394] Trial 28 finished with value: 0.8059149071013525 and parameters: {'n_estimators': 503, 'learning_rate': 0.031977411734698584, 'max_depth': 9, 'min_child_weight': 5, 'subsample': 0.6539517334380108, 'colsample_bytree': 0.870189816996469, 'reg_alpha': 0.022877692120692263, 'reg_lambda': 5.017167844529803}. Best is trial 28 with value: 0.8059149071013525.
[I 2025-03-11 12:12:59,419] Trial 29 finished with value: 0.7850415092648467 and parameters: {'n_estimators': 477, 'learning_rate': 0.03012055655914024, 'max_depth': 11, 'min_child_weight': 5, 'subsample': 0.8935489033619637, 'colsample_bytree': 0.20023169486089104, 'reg_alpha': 0.24271334551599785, 'reg_lambda': 4.356401733907241}. Best is trial 28 with value: 0.8059149071013525.
[I 2025-03-11 12:13:01,273] Trial 30 finished with value: 0.7981570057478444 and parameters: {'n_estimators': 521, 'learning_rate': 0.057465823139779486, 'max_depth': 6, 'min_child_weight': 4, 'subsample': 0.7157408271282224, 'colsample_bytree': 0.7698997220913574, 'reg_alpha': 0.02592034538011257, 'reg_lambda': 1.1525919055686866}. Best is trial 28 with value: 0.8059149071013525.
[I 2025-03-11 12:13:10,628] Trial 31 finished with value: 0.8047378344360747 and parameters: {'n_estimators': 1652, 'learning_rate': 0.016970659766944726, 'max_depth': 9, 'min_child_weight': 6, 'subsample': 0.6239021251090682, 'colsample_bytree': 0.8673390873678886, 'reg_alpha': 0.016713456736494898, 'reg_lambda': 0.4247630717266188}. Best is trial 28 with value: 0.8059149071013525.
[I 2025-03-11 12:13:15,618] Trial 32 finished with value: 0.8007417748375624 and parameters: {'n_estimators': 1121, 'learning_rate': 0.01259449495149173, 'max_depth': 8, 'min_child_weight': 8, 'subsample': 0.2074184906541569, 'colsample_bytree': 0.9334411400875288, 'reg_alpha': 0.0025153206950804933, 'reg_lambda': 1.342575728693497}. Best is trial 28 with value: 0.8059149071013525.
[I 2025-03-11 12:13:25,847] Trial 33 finished with value: 0.805656233421282 and parameters: {'n_estimators': 1494, 'learning_rate': 0.010031962683516693, 'max_depth': 10, 'min_child_weight': 7, 'subsample': 0.6707839342344413, 'colsample_bytree': 0.795480562179617, 'reg_alpha': 0.00769038329076367, 'reg_lambda': 3.8237986234988717}. Best is trial 28 with value: 0.8059149071013525.
[I 2025-03-11 12:13:43,912] Trial 34 finished with value: 0.8062915631259153 and parameters: {'n_estimators': 2149, 'learning_rate': 0.010211216501734711, 'max_depth': 11, 'min_child_weight': 5, 'subsample': 0.6732731800936611, 'colsample_bytree': 0.7686006186274955, 'reg_alpha': 0.042540563130890226, 'reg_lambda': 5.172701247318117}. Best is trial 34 with value: 0.8062915631259153.
[I 2025-03-11 12:14:04,913] Trial 35 finished with value: 0.8050711205041869 and parameters: {'n_estimators': 2200, 'learning_rate': 0.011640857730762571, 'max_depth': 11, 'min_child_weight': 3, 'subsample': 0.6908819379357345, 'colsample_bytree': 0.7025729885450742, 'reg_alpha': 0.15490535248556317, 'reg_lambda': 3.9716050143130395}. Best is trial 34 with value: 0.8062915631259153.
[I 2025-03-11 12:14:27,632] Trial 36 finished with value: 0.8076588411603858 and parameters: {'n_estimators': 1905, 'learning_rate': 0.010094113950869312, 'max_depth': 13, 'min_child_weight': 5, 'subsample': 0.7640007999497842, 'colsample_bytree': 0.7876075167805962, 'reg_alpha': 0.03683518824722422, 'reg_lambda': 4.673944643362128}. Best is trial 36 with value: 0.8076588411603858.
[I 2025-03-11 12:15:00,856] Trial 37 finished with value: 0.8056379417405752 and parameters: {'n_estimators': 2414, 'learning_rate': 0.010085315466200026, 'max_depth': 13, 'min_child_weight': 3, 'subsample': 0.7338743862208694, 'colsample_bytree': 0.7807937231650908, 'reg_alpha': 0.05129408324614615, 'reg_lambda': 5.510781351355879}. Best is trial 36 with value: 0.8076588411603858.
[I 2025-03-11 12:15:13,149] Trial 38 finished with value: 0.7940398516088909 and parameters: {'n_estimators': 1906, 'learning_rate': 0.15343583194815427, 'max_depth': 14, 'min_child_weight': 5, 'subsample': 0.8756986181274419, 'colsample_bytree': 0.6834375185038656, 'reg_alpha': 0.1394553423313354, 'reg_lambda': 5.5790391708188585}. Best is trial 36 with value: 0.8076588411603858.
[I 2025-03-11 12:15:35,365] Trial 39 finished with value: 0.8054347454631311 and parameters: {'n_estimators': 2142, 'learning_rate': 0.019952943147468608, 'max_depth': 12, 'min_child_weight': 3, 'subsample': 0.9623502184153084, 'colsample_bytree': 0.6370621701589961, 'reg_alpha': 0.03281220451571357, 'reg_lambda': 2.702956100776415}. Best is trial 36 with value: 0.8076588411603858.
[I 2025-03-11 12:15:52,351] Trial 40 finished with value: 0.7965154127388244 and parameters: {'n_estimators': 2339, 'learning_rate': 0.10293888383775693, 'max_depth': 14, 'min_child_weight': 5, 'subsample': 0.7705214358850043, 'colsample_bytree': 0.7256401011255047, 'reg_alpha': 0.5233681728223238, 'reg_lambda': 9.504679050339211}. Best is trial 36 with value: 0.8076588411603858.
[I 2025-03-11 12:16:28,679] Trial 41 finished with value: 0.8067875266880842 and parameters: {'n_estimators': 2526, 'learning_rate': 0.010178080209730246, 'max_depth': 13, 'min_child_weight': 3, 'subsample': 0.7398196039885807, 'colsample_bytree': 0.7811263207142176, 'reg_alpha': 0.050080618057572274, 'reg_lambda': 5.664606012275558}. Best is trial 36 with value: 0.8076588411603858.
[I 2025-03-11 12:17:00,847] Trial 42 finished with value: 0.8062969040557375 and parameters: {'n_estimators': 2499, 'learning_rate': 0.010223416253859486, 'max_depth': 13, 'min_child_weight': 4, 'subsample': 0.8204846380286186, 'colsample_bytree': 0.797376930898408, 'reg_alpha': 0.08325001826895236, 'reg_lambda': 6.029022261375441}. Best is trial 36 with value: 0.8076588411603858.
[I 2025-03-11 12:17:31,947] Trial 43 finished with value: 0.8054002703634897 and parameters: {'n_estimators': 2566, 'learning_rate': 0.012634954586108034, 'max_depth': 13, 'min_child_weight': 4, 'subsample': 0.812265772556093, 'colsample_bytree': 0.7427386186170876, 'reg_alpha': 0.10534738190569194, 'reg_lambda': 7.249615194175449}. Best is trial 36 with value: 0.8076588411603858.
[I 2025-03-11 12:18:02,879] Trial 44 finished with value: 0.8055395160338529 and parameters: {'n_estimators': 2760, 'learning_rate': 0.011818834439767953, 'max_depth': 12, 'min_child_weight': 3, 'subsample': 0.8596750411819523, 'colsample_bytree': 0.8454919526282156, 'reg_alpha': 0.07116905617901635, 'reg_lambda': 1.6382138864354179}. Best is trial 36 with value: 0.8076588411603858.
[I 2025-03-11 12:18:37,656] Trial 45 finished with value: 0.8056531413040167 and parameters: {'n_estimators': 2429, 'learning_rate': 0.01691481552307559, 'max_depth': 13, 'min_child_weight': 2, 'subsample': 0.9233961295088509, 'colsample_bytree': 0.8150031041487236, 'reg_alpha': 0.04058258323760235, 'reg_lambda': 3.2304381916766434}. Best is trial 36 with value: 0.8076588411603858.
[I 2025-03-11 12:19:05,574] Trial 46 finished with value: 0.8024391665081454 and parameters: {'n_estimators': 2751, 'learning_rate': 0.024427368572093263, 'max_depth': 14, 'min_child_weight': 4, 'subsample': 0.7616178482068354, 'colsample_bytree': 0.48872855647899677, 'reg_alpha': 0.018568026988424795, 'reg_lambda': 6.628684019642184}. Best is trial 36 with value: 0.8076588411603858.
[I 2025-03-11 12:19:20,871] Trial 47 finished with value: 0.80083971865588 and parameters: {'n_estimators': 2222, 'learning_rate': 0.04626804346524933, 'max_depth': 11, 'min_child_weight': 5, 'subsample': 0.8210073777543435, 'colsample_bytree': 0.6484460108040448, 'reg_alpha': 0.057141060783621266, 'reg_lambda': 5.531239113274173}. Best is trial 36 with value: 0.8076588411603858.
[I 2025-03-11 12:19:52,405] Trial 48 finished with value: 0.803282330666121 and parameters: {'n_estimators': 2505, 'learning_rate': 0.03388296246054866, 'max_depth': 15, 'min_child_weight': 2, 'subsample': 0.7368003173499507, 'colsample_bytree': 0.8752764822720953, 'reg_alpha': 0.10373995183517373, 'reg_lambda': 4.306362922101945}. Best is trial 36 with value: 0.8076588411603858.
[I 2025-03-11 12:20:06,153] Trial 49 finished with value: 0.7785856101456142 and parameters: {'n_estimators': 2985, 'learning_rate': 0.22543059333724735, 'max_depth': 13, 'min_child_weight': 5, 'subsample': 0.7058738850164658, 'colsample_bytree': 0.583605793288859, 'reg_alpha': 0.374952109603028, 'reg_lambda': 0.006307102486706046}. Best is trial 36 with value: 0.8076588411603858.
[I 2025-03-11 12:20:27,486] Trial 50 finished with value: 0.8054171163789812 and parameters: {'n_estimators': 2050, 'learning_rate': 0.022129847308622757, 'max_depth': 12, 'min_child_weight': 3, 'subsample': 0.7842134538333781, 'colsample_bytree': 0.7932409770736323, 'reg_alpha': 0.0136206506938397, 'reg_lambda': 2.028494406159145}. Best is trial 36 with value: 0.8076588411603858.
[I 2025-03-11 12:20:42,757] Trial 51 finished with value: 0.8068771378527317 and parameters: {'n_estimators': 1829, 'learning_rate': 0.010735379992307807, 'max_depth': 11, 'min_child_weight': 6, 'subsample': 0.6638823795373452, 'colsample_bytree': 0.8050889695149446, 'reg_alpha': 0.009690107162816599, 'reg_lambda': 3.8587511021042107}. Best is trial 36 with value: 0.8076588411603858.
[I 2025-03-11 12:21:03,528] Trial 52 finished with value: 0.8053276056077514 and parameters: {'n_estimators': 1827, 'learning_rate': 0.012695849846000402, 'max_depth': 14, 'min_child_weight': 6, 'subsample': 0.5658363780848845, 'colsample_bytree': 0.7544615445295142, 'reg_alpha': 0.03623747288319579, 'reg_lambda': 9.904627249975633}. Best is trial 36 with value: 0.8076588411603858.
[I 2025-03-11 12:21:25,602] Trial 53 finished with value: 0.805718035609224 and parameters: {'n_estimators': 2310, 'learning_rate': 0.011084139332380205, 'max_depth': 12, 'min_child_weight': 5, 'subsample': 0.6801178566735694, 'colsample_bytree': 0.7102959675296298, 'reg_alpha': 0.011162265464467766, 'reg_lambda': 2.907049766793192}. Best is trial 36 with value: 0.8076588411603858.
[I 2025-03-11 12:21:44,131] Trial 54 finished with value: 0.8062072326550392 and parameters: {'n_estimators': 2096, 'learning_rate': 0.010106529901240273, 'max_depth': 11, 'min_child_weight': 6, 'subsample': 0.7351378804033307, 'colsample_bytree': 0.8349433253676208, 'reg_alpha': 0.020839130087662975, 'reg_lambda': 6.398845659244308}. Best is trial 36 with value: 0.8076588411603858.
[I 2025-03-11 12:22:00,598] Trial 55 finished with value: 0.8071738807167977 and parameters: {'n_estimators': 1936, 'learning_rate': 0.010145230321296302, 'max_depth': 11, 'min_child_weight': 6, 'subsample': 0.7353359447663665, 'colsample_bytree': 0.8228240830151944, 'reg_alpha': 0.04516890509660189, 'reg_lambda': 7.163247809341565}. Best is trial 36 with value: 0.8076588411603858.
[I 2025-03-11 12:22:13,836] Trial 56 finished with value: 0.8056114780356671 and parameters: {'n_estimators': 1645, 'learning_rate': 0.016204430248767752, 'max_depth': 11, 'min_child_weight': 6, 'subsample': 0.7971523866413491, 'colsample_bytree': 0.6842192217583284, 'reg_alpha': 0.0458980464356572, 'reg_lambda': 1.5911450218657566}. Best is trial 36 with value: 0.8076588411603858.
[I 2025-03-11 12:22:45,937] Trial 57 finished with value: 0.8063399326745677 and parameters: {'n_estimators': 2691, 'learning_rate': 0.012476815685026673, 'max_depth': 13, 'min_child_weight': 4, 'subsample': 0.8510144681425191, 'colsample_bytree': 0.8065245525397027, 'reg_alpha': 0.16800872556563967, 'reg_lambda': 2.5865407322135097}. Best is trial 36 with value: 0.8076588411603858.
[I 2025-03-11 12:23:18,573] Trial 58 finished with value: 0.8068883216794647 and parameters: {'n_estimators': 2814, 'learning_rate': 0.012797124194547897, 'max_depth': 12, 'min_child_weight': 4, 'subsample': 0.9248123138605799, 'colsample_bytree': 0.9461895303758188, 'reg_alpha': 0.6200586773621641, 'reg_lambda': 2.449249519523928}. Best is trial 36 with value: 0.8076588411603858.
[I 2025-03-11 12:23:50,317] Trial 59 finished with value: 0.8048130291059392 and parameters: {'n_estimators': 2688, 'learning_rate': 0.012582956831015103, 'max_depth': 12, 'min_child_weight': 4, 'subsample': 0.9248200522228521, 'colsample_bytree': 0.947926227587172, 'reg_alpha': 0.8290533590315791, 'reg_lambda': 0.02508881334715973}. Best is trial 36 with value: 0.8076588411603858.
[I 2025-03-11 12:24:36,136] Trial 60 finished with value: 0.804188782834621 and parameters: {'n_estimators': 2870, 'learning_rate': 0.013401117154072249, 'max_depth': 14, 'min_child_weight': 3, 'subsample': 0.9837857989644601, 'colsample_bytree': 0.9612946629171134, 'reg_alpha': 2.534874132158156, 'reg_lambda': 0.061100082568069806}. Best is trial 36 with value: 0.8076588411603858.
[I 2025-03-11 12:25:12,400] Trial 61 finished with value: 0.8068468792766341 and parameters: {'n_estimators': 2837, 'learning_rate': 0.011524694951146771, 'max_depth': 13, 'min_child_weight': 4, 'subsample': 0.8472880875869201, 'colsample_bytree': 0.8332440138179793, 'reg_alpha': 0.1775955790943716, 'reg_lambda': 2.6633714208929544}. Best is trial 36 with value: 0.8076588411603858.
[I 2025-03-11 12:25:46,278] Trial 62 finished with value: 0.8065935465263858 and parameters: {'n_estimators': 2828, 'learning_rate': 0.011852431603800445, 'max_depth': 12, 'min_child_weight': 4, 'subsample': 0.8494664829661122, 'colsample_bytree': 0.816670478828926, 'reg_alpha': 0.21243246156797277, 'reg_lambda': 2.4197080124416694}. Best is trial 36 with value: 0.8076588411603858.
[I 2025-03-11 12:26:18,935] Trial 63 finished with value: 0.8052376531054837 and parameters: {'n_estimators': 2863, 'learning_rate': 0.01490943399069479, 'max_depth': 12, 'min_child_weight': 3, 'subsample': 0.9462200591901793, 'colsample_bytree': 0.8426050923724528, 'reg_alpha': 0.25710992765634344, 'reg_lambda': 1.2718744793732837}. Best is trial 36 with value: 0.8076588411603858.
[I 2025-03-11 12:26:43,865] Trial 64 finished with value: 0.8061042490871527 and parameters: {'n_estimators': 1933, 'learning_rate': 0.011430984416190434, 'max_depth': 12, 'min_child_weight': 4, 'subsample': 0.8760325994810338, 'colsample_bytree': 0.9222488116086808, 'reg_alpha': 1.1508380643064282, 'reg_lambda': 3.352134619382646}. Best is trial 36 with value: 0.8076588411603858.
[I 2025-03-11 12:27:03,306] Trial 65 finished with value: 0.8038338921030176 and parameters: {'n_estimators': 2876, 'learning_rate': 0.018929488269771217, 'max_depth': 10, 'min_child_weight': 6, 'subsample': 0.8970108064609273, 'colsample_bytree': 0.8918920984950005, 'reg_alpha': 0.34065485853182276, 'reg_lambda': 2.1738469472895554}. Best is trial 36 with value: 0.8076588411603858.
[I 2025-03-11 12:27:31,024] Trial 66 finished with value: 0.8063991045549659 and parameters: {'n_estimators': 1741, 'learning_rate': 0.015752468073347656, 'max_depth': 13, 'min_child_weight': 2, 'subsample': 0.8474788497652374, 'colsample_bytree': 0.730246813607889, 'reg_alpha': 0.5674699506579897, 'reg_lambda': 0.5789540366273712}. Best is trial 36 with value: 0.8076588411603858.
[I 2025-03-11 12:28:06,943] Trial 67 finished with value: 0.8063603326170463 and parameters: {'n_estimators': 2595, 'learning_rate': 0.011396519431200377, 'max_depth': 15, 'min_child_weight': 5, 'subsample': 0.8009976045220968, 'colsample_bytree': 0.8190078521491814, 'reg_alpha': 0.2061579818032126, 'reg_lambda': 7.5405726738426635}. Best is trial 36 with value: 0.8076588411603858.
[I 2025-03-11 12:28:36,880] Trial 68 finished with value: 0.8043787874169781 and parameters: {'n_estimators': 2803, 'learning_rate': 0.01453344168476678, 'max_depth': 14, 'min_child_weight': 6, 'subsample': 0.9213335602559447, 'colsample_bytree': 0.9722433272715444, 'reg_alpha': 9.947242873820805, 'reg_lambda': 3.57709088301159}. Best is trial 36 with value: 0.8076588411603858.
[I 2025-03-11 12:28:59,560] Trial 69 finished with value: 0.8023047397218322 and parameters: {'n_estimators': 2932, 'learning_rate': 0.026416164276364673, 'max_depth': 12, 'min_child_weight': 4, 'subsample': 0.7609497990018711, 'colsample_bytree': 0.8872367850267403, 'reg_alpha': 0.13178186116917942, 'reg_lambda': 0.20413220914458174}. Best is trial 36 with value: 0.8076588411603858.
[I 2025-03-11 12:29:23,183] Trial 70 finished with value: 0.8040544564417256 and parameters: {'n_estimators': 2636, 'learning_rate': 0.013707431327593082, 'max_depth': 11, 'min_child_weight': 5, 'subsample': 0.7559628904246919, 'colsample_bytree': 0.8644309845972818, 'reg_alpha': 5.793087946327041, 'reg_lambda': 1.0337483740192546}. Best is trial 36 with value: 0.8076588411603858.
